layer0_smarts,layer1_smarts,layer2_smarts,layer3_smarts,layer4_smarts
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](!=!@[CH3,CH2,n+0,s,F,O,N+0,o,S,CH,CH0,c,Cl,N+0H0,NH2,NH,N+,C]):[#6]([#1]):[#6](:[c]):[#6](:[n+0,CH3,CH2,c]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](!=!@[N+0H0,C,S,Cl,NH2,NH,N+,N+0,CH,CH0,F,c,n+0,CH3,CH2,O,s,o]):[#6]([#1]):[#6](!=!@[S]):[#6](:[s]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](!=!@[O,C,Cl,F,NH2,NH,N+,N+0,CH,CH0,c,S,n+0,CH3,CH2,s,o,N+0H0]):[#6]([#1]):[#6](:[n+0]):[#6](!=!:[n+0]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](-[F,O,NH2,NH,N+,N+0,CH,CH0,c,S,n+0,CH3,CH2,s,o,N+0H0,C,Cl]):[#6]([#1]):[#6](:[n+0]):[#6](!=@[S]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](!=@[S,n+0,CH3,CH2,s,o,N+0H0,O,C,Cl,c,F,NH2,NH,N+,N+0,CH,CH0]):[#6]([#1]):[#6](:[c]):[#6](!=@[C]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](-[Cl,c,F,O,NH2,NH,N+,C,CH,CH0,S,n+0,CH3,CH2,s,N+0,o,N+0H0]):[#6]([#1]):[#6](!=!@[O]):[#6](!=!:[n+0]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](-[Cl,c,F,O,N+0H0,NH2,NH,N+,C,CH,CH0,S,CH3,CH2,n+0,s,N+0,o]):[#6]([#1]):[#6](!=!@[O]):[#6](!=@[O]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](-[Cl,s,c,o,S,O,N+0H0,C,NH2,NH,N+,N+0,CH,CH0,F,n+0,CH3,CH2]):[#6]([#1]):[#6](!=!:[n+0]):[#6](!=@[N+0]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](!=@[N+0,o,c,CH,CH0,F,S,n+0,O,s,Cl,N+0H0,NH2,NH,N+,C,CH3,CH2]):[#6]([#1]):[#6](-[F]):[#6](:[s]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](!=!@[CH,CH0,F,c,n+0,CH3,CH2,Cl,s,o,S,O,N+0H0,NH2,NH,N+,C,N+0]):[#6]([#1]):[#6](!=@[N+0]):[#6](!=!@[CH,CH0]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](!=@[S,CH3,CH2,n+0,s,N+0,o,CH,CH0,c,Cl,F,O,NH2,NH,N+,N+0H0,C]):[#6]([#1]):[#6](!=!@[CH3,CH2]):[#6](!=!@[O]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](!=@[O,N+0H0,NH2,NH,N+,C,CH,CH0,S,CH3,CH2,n+0,s,c,N+0,o,F,Cl]):[#6]([#1]):[#6](!=@[N+0]):[#6](:[o,S]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](!=!@[CH,CH0,F,C,c,Cl,S,O,NH2,NH,N+,N+0H0,N+0,n+0,CH3,CH2,s,o]):[#6]([#1]):[#6](:[s]):[#6](:[n+0,CH3,CH2,c]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](!=@[S,NH2,NH,N+,N+0,CH,CH0,F,c,n+0,CH3,CH2,Cl,s,o,O,N+0H0,C]):[#6]([#1]):[#6](!=@[N+0]):[#6](:[s]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](!=!:[c,n+0,Cl,S,NH2,NH,N+,N+0H0,O,C,CH3,CH2,s,N+0,o,CH,CH0,F]):[#6]([#1]):[#6](!=!@[N+0H0]):[#6](!=@[S]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](:[s,o,S,F,N+0H0,O,C,Cl,c,NH2,NH,N+,N+0,CH,CH0,n+0,CH3,CH2]):[#6]([#1]):[#6](!=@[S]):[#6](!=!:[c]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](!=@[N+0,o,S,O,c,n+0,Cl,F,N+0H0,NH2,NH,N+,C,CH,CH0,CH3,CH2,s]):[#6]([#1]):[#6](:[c]):[#6](!=!@[CH,CH0]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](!=!:[n+0,s,o,c,F,N+0H0,Cl,S,O,NH2,NH,N+,C,N+0,CH,CH0,CH3,CH2]):[#6]([#1]):[#6](-[F]):[#6](:[o]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](!=!@[CH,CH0,S,c,n+0,CH3,CH2,O,s,o,F,N+0H0,C,Cl,NH2,NH,N+,N+0]):[#6]([#1]):[#6](!=!@[S]):[#6](!=@[S]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](!=@[N+0,CH,CH0,S,n+0,CH3,CH2,O,s,Cl,o,c,F,N+0H0,C,NH2,NH,N+]):[#6]([#1]):[#6](!=@[C]):[#6](!=@[N+0]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](!=@[S,CH3,CH2,n+0,s,O,N+0,CH,CH0,c,Cl,o,F,NH2,NH,N+,N+0H0,C]):[#6]([#1]):[#6](!=!@[CH3,CH2]):[#6](!=!@[N+0H0]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](!=@[C,N+0,CH,CH0,c,S,n+0,CH3,CH2,s,o,N+0H0,O,Cl,F,NH2,NH,N+]):[#6]([#1]):[#6](!=!@[O]):[#6](!=!@[O]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](!=@[N+0,CH,CH0,c,S,n+0,CH3,CH2,s,o,N+0H0,NH2,NH,N+,O,C,Cl,F]):[#6]([#1]):[#6](:[n+0]):[#6](!=!@[O]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](!=!@[S,F,O,N+0H0,NH2,NH,N+,C,Cl,n+0,N+0,o,CH,CH0,c,CH3,CH2,s]):[#6]([#1]):[#6](-[Cl]):[#6](-[Cl]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](!=!@[CH3,CH2,n+0,s,N+0,o,CH,CH0,S,Cl,c,F,O,NH2,NH,N+,N+0H0,C]):[#6]([#1]):[#6](:[s]):[#6](-[F]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](!=!@[S,F,O,NH2,NH,N+,N+0H0,C,c,CH3,CH2,n+0,s,N+0,o,CH,CH0,Cl]):[#6]([#1]):[#6](:[s]):[#6](!=!:[c]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](!=!:[n+0,s,N+0,CH,CH0,c,Cl,o,S,F,O,NH2,NH,N+,N+0H0,C,CH3,CH2]):[#6]([#1]):[#6](!=!@[N+0H0]):[#6](!=!@[NH2,NH,N+]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](!=@[O,NH2,NH,N+,C,N+0,CH,CH0,S,c,n+0,CH3,CH2,s,Cl,o,F,N+0H0]):[#6]([#1]):[#6](:[o]):[#6](!=!@[S]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](!=!:[c,S,n+0,CH3,CH2,s,o,F,O,N+0H0,NH2,NH,N+,C,Cl,N+0,CH,CH0]):[#6]([#1]):[#6](!=@[O]):[#6](!=!:[c]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](:[c,F,O,N+0H0,NH2,NH,N+,C,CH3,CH2,S,n+0,N+0,o,CH,CH0,s,Cl]):[#6]([#1]):[#6](:[o]):[#6](!=@[N+0]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](:[s,O,N+0,CH,CH0,c,n+0,Cl,o,F,S,NH2,NH,N+,N+0H0,C,CH3,CH2]):[#6]([#1]):[#6](!=!@[CH3,CH2]):[#6](!=@[N+0]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](!=!:[c,n+0,Cl,o,F,S,NH2,NH,N+,N+0H0,O,C,CH3,CH2,s,N+0,CH,CH0]):[#6]([#1]):[#6](!=!@[CH3,CH2]):[#6](:[n+0,CH3,CH2,c]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](-[F,O,NH2,NH,N+,C,CH,CH0,S,n+0,CH3,CH2,s,Cl,N+0,o,c,N+0H0]):[#6]([#1]):[#6](!=@[C]):[#6](-[F]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](!=@[S,n+0,N+0,o,CH,CH0,c,CH3,CH2,O,s,Cl,F,N+0H0,NH2,NH,N+,C]):[#6]([#1]):[#6](:[o]):[#6](:[n+0,CH3,CH2,c]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](-[F,S,O,c,n+0,N+0H0,NH2,NH,N+,C,CH3,CH2,s,Cl,N+0,o,CH,CH0]):[#6]([#1]):[#6](!=!@[NH2,NH,N+]):[#6](:[s]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](!=@[S,Cl,NH2,NH,N+,C,N+0,c,CH,CH0,n+0,CH3,CH2,O,s,o,F,N+0H0]):[#6]([#1]):[#6](!=!@[NH2,NH,N+]):[#6](!=@[C]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](!=@[N+0,CH,CH0,c,S,n+0,CH3,CH2,s,o,N+0H0,O,C,Cl,F,NH2,NH,N+]):[#6]([#1]):[#6](:[c]):[#6](!=!:[c]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](!=@[N+0,o,c,N+0H0,F,O,NH2,NH,N+,C,CH,CH0,S,n+0,CH3,CH2,s,Cl]):[#6]([#1]):[#6](!=@[C]):[#6](!=!@[S]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](-[Cl,c,o,F,S,O,NH2,NH,N+,N+0H0,C,CH3,CH2,n+0,s,N+0,CH,CH0]):[#6]([#1]):[#6](!=!@[CH3,CH2]):[#6](!=!:[n+0]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](-[F,O,N+0H0,NH2,NH,N+,C,CH3,CH2,n+0,N+0,o,CH,CH0,c,S,s,Cl]):[#6]([#1]):[#6](-[Cl]):[#6](!=!@[CH,CH0]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](-[F,O,NH2,NH,N+,C,CH,CH0,S,n+0,CH3,CH2,s,N+0,o,N+0H0,c,Cl]):[#6]([#1]):[#6](!=@[O]):[#6](!=@[N+0]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](-[F,O,NH2,NH,N+,C,N+0,CH,CH0,S,n+0,CH3,CH2,s,Cl,o,c,N+0H0]):[#6]([#1]):[#6](!=@[C]):[#6](!=@[C]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](-[Cl,c,F,O,NH2,NH,N+,C,CH,CH0,S,n+0,CH3,CH2,s,N+0,o,N+0H0]):[#6]([#1]):[#6](-[Cl]):[#6](-[F]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](!=!@[CH3,CH2,n+0,s,N+0,o,S,O,c,Cl,F,N+0H0,NH2,NH,N+,C,CH,CH0]):[#6]([#1]):[#6](!=!@[O]):[#6](!=@[N+0]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](:[c,F,O,NH2,NH,N+,N+0,CH,CH0,S,n+0,CH3,CH2,s,o,N+0H0,C,Cl]):[#6]([#1]):[#6](:[n+0]):[#6](-[Cl]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](!=!@[N+0H0,O,c,Cl,F,NH2,NH,N+,C,CH,CH0,S,n+0,CH3,CH2,s,N+0,o]):[#6]([#1]):[#6](:[c]):[#6](!=!@[O]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](-[Cl,N+0,o,CH,CH0,F,S,c,n+0,CH3,CH2,O,s,N+0H0,NH2,NH,N+,C]):[#6]([#1]):[#6](-[F]):[#6](!=@[N+0]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](!=@[N+0,CH,CH0,F,c,n+0,CH3,CH2,Cl,s,o,S,O,N+0H0,C,NH2,NH,N+]):[#6]([#1]):[#6](!=@[N+0]):[#6](-[Cl]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](!=!:[c,n+0,O,s,S,N+0H0,NH2,NH,N+,C,Cl,CH3,CH2,N+0,o,CH,CH0,F]):[#6]([#1]):[#6](-[F]):[#6](!=!:[n+0]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](!=!@[CH,CH0,F,S,c,n+0,CH3,CH2,O,s,o,N+0H0,NH2,NH,N+,C,Cl,N+0]):[#6]([#1]):[#6](-[F]):[#6](:[n+0]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](!=@[S,N+0H0,NH2,NH,N+,C,n+0,Cl,N+0,c,o,CH,CH0,F,O,CH3,CH2,s]):[#6]([#1]):[#6](!=!@[NH2,NH,N+]):[#6](!=@[O]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](:[s,F,O,N+0,o,S,c,n+0,Cl,N+0H0,NH2,NH,N+,C,CH,CH0,CH3,CH2]):[#6]([#1]):[#6](:[c]):[#6](!=@[O]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](!=!@[N+0H0,O,c,n+0,Cl,F,NH2,NH,N+,C,CH,CH0,S,CH3,CH2,s,N+0,o]):[#6]([#1]):[#6](!=@[S]):[#6](!=@[O]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](!=!:[c,n+0,O,Cl,S,F,N+0H0,NH2,NH,N+,C,CH3,CH2,s,N+0,o,CH,CH0]):[#6]([#1]):[#6](!=!:[c]):[#6](!=!@[CH3,CH2,c]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](!=!:[c,n+0,CH3,CH2,s,o,S,F,O,N+0H0,C,Cl,NH2,NH,N+,N+0,CH,CH0]):[#6]([#1]):[#6](!=@[S]):[#6](:[o]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](!=@[O,N+0H0,NH2,NH,N+,C,S,n+0,N+0,o,CH,CH0,F,c,CH3,CH2,Cl,s]):[#6]([#1]):[#6](!=!:[n+0]):[#6](:[s]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](!=!@[CH,CH0,F,c,n+0,Cl,O,N+0H0,NH2,NH,N+,C,S,CH3,CH2,s,N+0,o]):[#6]([#1]):[#6](!=!:[n+0]):[#6](!=!@[O]):1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6](*):[#6](*):[#6](*):1,[#16:1]:1:[#6](*):[#6]([#1]):[#6](*):[#6](*):1,"[#16:1]:1:[#6](!=!:[c,n+0,CH3,CH2,s,S,F,O,N+0H0,NH2,NH,N+,C,Cl,N+0,o,CH,CH0]):[#6]([#1]):[#6](!=!@[CH,CH0]):[#6](!=!@[CH3,CH2]):1"
